1990;7,0 ;8,5 ;2,6 ;32,9 ;36,4 ;8,5 ;4,2 ;48,6 ;47,2 ;48,0 ;69,5 ;78,1 ;26,1 ;18,4    ;;;
1991;7,0 ;8,7 ;2,6 ;32,6 ;36,8 ;8,3 ;4,1 ;48,6 ;47,7 ;47,9 ;68,7 ;78,3 ;26,4 ;17,9    ;;;
1992;6,9 ;8,9 ;2,6 ;32,4 ;37,1 ;8,0 ;4,1 ;48,6 ;48,0 ;47,7 ;67,8 ;78,6 ;26,6 ;17,5    ;;;
1993;6,6 ;9,1 ;2,7 ;31,9 ;37,6 ;8,0 ;4,1 ;48,7 ;48,1 ;47,7 ;66,7 ;78,8 ;26,5 ;17,3    ;;;
1994;6,3 ;9,3 ;2,7 ;31,4 ;38,2 ;8,0 ;4,1 ;48,6 ;48,3 ;47,6 ;65,3 ;78,9 ;26,3 ;17,4    ;;;
1995;6,0 ;9,3 ;2,9 ;30,8 ;38,9 ;8,2 ;3,9 ;48,4 ;48,2 ;47,4 ;64,4 ;78,7 ;26,1 ;17,3    ;;;
1996;5,9 ;9,3 ;3,0 ;30,2 ;39,6 ;8,4 ;3,6 ;48,3 ;48,0 ;47,3 ;63,6 ;78,9 ;26,0 ;17,3    ;;;
1997;5,8 ;9,0 ;3,1 ;29,5 ;40,5 ;8,7 ;3,5 ;48,1 ;48,0 ;47,1 ;63,1 ;78,8 ;25,5 ;17,3    ;;;
1998;5,7 ;8,7 ;3,0 ;29,1 ;41,2 ;8,9 ;3,3 ;48,1 ;47,7 ;46,9 ;62,5 ;79,1 ;24,8 ;17,4    ;;;
1999;5,7 ;8,4 ;2,9 ;28,8 ;41,7 ;9,2 ;3,3 ;48,1 ;47,6 ;46,8 ;61,1 ;79,1 ;24,2 ;17,6    ;;;
2000;5,7 ;8,1 ;2,8 ;28,6 ;42,1 ;9,3 ;3,3 ;48,3 ;47,9 ;46,6 ;59,7 ;78,8 ;23,6 ;17,9    ;;;
2001;5,8 ;7,9 ;2,8 ;28,6 ;42,2 ;9,5 ;3,3 ;48,4 ;47,9 ;46,6 ;58,4 ;78,5 ;23,2 ;18,1    ;;;
2002;5,8 ;7,6 ;2,8 ;28,7 ;42,2 ;9,7 ;3,3 ;48,4 ;48,2 ;46,5 ;57,4 ;78,3 ;22,9 ;18,2    ;;;
2003;5,8 ;7,4 ;2,9 ;28,4 ;42,2 ;10,1 ;3,2 ;48,4 ;48,4 ;46,4 ;56,7 ;77,7 ;22,8 ;18,7    ;;;
2004;5,8 ;7,3 ;2,8 ;28,3 ;42,3 ;10,4 ;3,1 ;48,5 ;48,5 ;46,2 ;55,6 ;77,0 ;22,5 ;19,2    ;;;
2005;5,8 ;7,0 ;2,8 ;28,4 ;42,2 ;10,8 ;3,1 ;48,6 ;48,5 ;45,8 ;55,0 ;76,1 ;22,1 ;19,6    ;;;
2006;5,8 ;7,0 ;2,6 ;28,6 ;42,0 ;11,0 ;3,1 ;48,7 ;48,5 ;45,6 ;53,9 ;75,0 ;21,7 ;19,9    ;;;
2007;5,8 ;6,9 ;2,5 ;28,9 ;41,7 ;11,1 ;3,1 ;48,8 ;48,6 ;45,5 ;53,3 ;73,7 ;21,6 ;20,0    ;;;
2008;6,0 ;6,9 ;2,3 ;29,3 ;41,3 ;11,2 ;3,0 ;48,9 ;48,8 ;45,5 ;52,8 ;72,3 ;21,5 ;20,1    ;;;
2009;6,0 ;6,9 ;2,2 ;30,0 ;40,9 ;11,1 ;3,0 ;48,8 ;48,9 ;45,5 ;52,3 ;70,7 ;21,3 ;19,9    ;;;
2010;6,1 ;7,0 ;2,1 ;30,3 ;40,5 ;10,8 ;3,0 ;48,8 ;49,0 ;45,6 ;52,3 ;69,1 ;21,6 ;19,6    ;;;
;;;;;;;;;;;;;;;;;
Friedrichshain-Kreuzberg;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1990;8,0 ;9,1 ;2,6 ;35,8 ;33,6 ;7,4 ;3,5 ;48,4 ;47,9 ;48,0 ;70,1 ;77,4 ;28,4 ;15,8    ;;;
1991;7,7 ;9,3 ;2,6 ;35,4 ;34,2 ;7,2 ;3,5 ;48,4 ;47,9 ;47,8 ;69,5 ;77,7 ;28,3 ;15,3    ;;;
1992;7,4 ;9,5 ;2,6 ;35,2 ;34,8 ;6,9 ;3,5 ;48,6 ;47,9 ;47,4 ;68,3 ;77,9 ;27,9 ;14,9    ;;;
1993;7,0 ;9,8 ;2,7 ;34,9 ;35,4 ;6,8 ;3,4 ;48,5 ;48,1 ;47,2 ;66,8 ;78,3 ;27,7 ;14,5    ;;;
1994;6,7 ;9,9 ;2,7 ;34,4 ;36,1 ;6,8 ;3,3 ;48,5 ;48,1 ;47,0 ;65,5 ;78,5 ;27,5 ;14,3    ;;;
1995;6,3 ;9,9 ;2,9 ;33,9 ;37,0 ;6,8 ;3,2 ;48,4 ;48,0 ;46,7 ;64,3 ;79,0 ;27,0 ;14,1    ;;;
1996;6,1 ;9,9 ;3,0 ;33,3 ;37,9 ;7,0 ;2,9 ;48,6 ;47,9 ;46,6 ;63,5 ;79,1 ;26,6 ;13,9    ;;;
1997;6,0 ;9,6 ;3,1 ;32,7 ;38,8 ;7,1 ;2,7 ;48,4 ;47,8 ;46,5 ;62,6 ;79,2 ;26,1 ;13,8    ;;;
1998;6,0 ;9,2 ;3,0 ;32,5 ;39,6 ;7,2 ;2,6 ;48,4 ;47,9 ;46,4 ;62,0 ;79,4 ;25,1 ;13,6    ;;;
1999;6,0 ;8,8 ;2,9 ;32,4 ;40,1 ;7,4 ;2,4 ;48,6 ;48,1 ;46,3 ;61,3 ;78,9 ;24,4 ;13,5    ;;;
2000;6,0 ;8,4 ;2,8 ;32,6 ;40,3 ;7,4 ;2,5 ;48,6 ;48,4 ;46,1 ;60,1 ;79,2 ;23,6 ;13,6    ;;;
2001;5,9 ;8,0 ;2,8 ;33,0 ;40,4 ;7,4 ;2,5 ;48,7 ;48,8 ;46,2 ;58,9 ;79,0 ;22,8 ;13,5    ;;;
2002;5,9 ;7,7 ;2,8 ;33,4 ;40,4 ;7,5 ;2,4 ;48,6 ;49,1 ;46,0 ;57,8 ;78,8 ;22,1 ;13,4    ;;;
2003;5,8 ;7,4 ;2,8 ;33,6 ;40,5 ;7,6 ;2,3 ;48,4 ;49,4 ;46,0 ;56,8 ;78,4 ;21,6 ;13,3    ;;;
2004;5,8 ;7,1 ;2,8 ;33,8 ;40,5 ;7,7 ;2,2 ;48,4 ;49,5 ;45,9 ;55,8 ;78,2 ;21,1 ;13,4    ;;;
2005;5,7 ;6,9 ;2,6 ;34,3 ;40,4 ;7,9 ;2,2 ;48,7 ;49,7 ;45,7 ;55,2 ;76,5 ;20,4 ;13,5    ;;;
2006;5,7 ;6,8 ;2,4 ;34,9 ;40,1 ;8,0 ;2,2 ;48,8 ;49,9 ;45,6 ;54,4 ;75,9 ;19,8 ;13,5    ;;;
2007;5,7 ;6,6 ;2,2 ;35,3 ;39,9 ;8,1 ;2,1 ;48,8 ;50,2 ;45,4 ;53,9 ;74,6 ;19,4 ;13,6    ;;;
2008;5,8 ;6,5 ;2,0 ;35,8 ;39,7 ;8,1 ;2,1 ;48,7 ;50,3 ;45,4 ;53,6 ;72,9 ;19,0 ;13,5    ;;;
2009;5,9 ;6,5 ;2,0 ;35,9 ;39,5 ;8,0 ;2,1 ;48,5 ;50,5 ;45,5 ;53,8 ;71,6 ;19,1 ;13,4    ;;;
2010;6,0 ;6,5 ;1,9 ;35,9 ;39,7 ;7,8 ;2,1 ;48,6 ;50,7 ;45,6 ;53,5 ;69,9 ;19,1 ;13,2    ;;;
;;;;;;;;;;;;;;;;;
Pankow (bis 2000: Prenzlauer Berg, Weißensee, Pankow);;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1990;6,7 ;9,5 ;2,5 ;27,9 ;39,0 ;10,0 ;4,3 ;48,9 ;49,1 ;52,2 ;68,9 ;75,3 ;27,9 ;21,5    ;;;
1991;6,2 ;9,5 ;2,6 ;28,6 ;39,1 ;9,7 ;4,3 ;48,9 ;48,4 ;51,8 ;68,6 ;75,5 ;27,0 ;20,8    ;;;
1992;5,7 ;9,5 ;2,8 ;29,2 ;39,1 ;9,5 ;4,3 ;48,9 ;47,9 ;51,2 ;67,9 ;75,6 ;26,2 ;20,2    ;;;
1993;5,1 ;9,6 ;2,9 ;29,9 ;38,9 ;9,3 ;4,3 ;48,7 ;47,4 ;50,9 ;66,6 ;76,2 ;25,6 ;19,8    ;;;
1994;4,6 ;9,6 ;3,0 ;30,3 ;39,0 ;9,3 ;4,2 ;48,8 ;47,3 ;50,4 ;65,5 ;76,5 ;24,9 ;19,4    ;;;
1995;4,3 ;9,5 ;3,1 ;30,6 ;39,1 ;9,4 ;4,0 ;48,9 ;47,3 ;49,9 ;64,2 ;77,2 ;24,1 ;19,3    ;;;
1996;3,9 ;9,4 ;3,1 ;30,8 ;39,4 ;9,5 ;3,8 ;48,8 ;47,4 ;49,4 ;63,1 ;77,7 ;23,5 ;19,0    ;;;
1997;4,1 ;9,0 ;3,2 ;30,9 ;39,7 ;9,6 ;3,5 ;48,8 ;47,5 ;49,1 ;62,3 ;78,0 ;23,1 ;18,6    ;;;
1998;4,2 ;8,6 ;3,1 ;31,0 ;40,1 ;9,6 ;3,3 ;48,7 ;48,0 ;48,8 ;61,7 ;78,1 ;22,4 ;18,2    ;;;
1999;4,5 ;8,0 ;3,0 ;31,0 ;40,3 ;9,9 ;3,2 ;48,8 ;48,4 ;48,5 ;60,6 ;78,1 ;21,8 ;18,3    ;;;
2000;4,6 ;7,6 ;3,0 ;30,9 ;40,5 ;10,1 ;3,3 ;48,9 ;49,1 ;48,3 ;59,5 ;77,8 ;21,3 ;18,8    ;;;
2001;4,8 ;7,1 ;3,0 ;30,7 ;40,8 ;10,4 ;3,2 ;48,9 ;49,5 ;47,9 ;58,7 ;77,7 ;20,8 ;19,1    ;;;
2002;5,0 ;6,5 ;3,0 ;30,4 ;41,1 ;10,7 ;3,3 ;48,8 ;50,1 ;47,7 ;58,3 ;77,8 ;20,3 ;19,5    ;;;
2003;5,1 ;6,1 ;3,0 ;29,9 ;41,6 ;11,1 ;3,2 ;48,8 ;50,4 ;47,5 ;57,6 ;77,7 ;19,9 ;20,0    ;;;
2004;5,2 ;5,8 ;3,0 ;29,3 ;42,0 ;11,5 ;3,2 ;48,8 ;50,5 ;47,2 ;57,0 ;77,5 ;19,7 ;20,6    ;;;
2005;5,4 ;5,6 ;2,8 ;28,8 ;42,3 ;11,9 ;3,2 ;48,5 ;50,7 ;47,1 ;56,7 ;76,6 ;19,3 ;21,3    ;;;
2006;5,5 ;5,7 ;2,4 ;28,3 ;42,5 ;12,2 ;3,3 ;48,5 ;51,2 ;46,9 ;56,5 ;75,9 ;19,3 ;21,9    ;;;
2007;5,7 ;5,9 ;2,0 ;28,2 ;42,6 ;12,3 ;3,3 ;48,4 ;51,5 ;47,0 ;56,2 ;74,6 ;19,2 ;22,1    ;;;
2008;6,0 ;6,1 ;1,6 ;27,9 ;42,6 ;12,4 ;3,4 ;48,4 ;51,8 ;47,0 ;56,2 ;73,1 ;19,4 ;22,4    ;;;
2009;6,3 ;6,3 ;1,6 ;27,0 ;42,6 ;12,6 ;3,5 ;48,5 ;51,9 ;47,3 ;56,2 ;71,6 ;20,4 ;23,1    ;;;
2010;6,4 ;6,5 ;1,6 ;26,6 ;43,0 ;12,2 ;3,6 ;48,6 ;52,0 ;47,3 ;56,2 ;70,0 ;20,9 ;22,8    ;;;
;;;;;;;;;;;;;;;;;
Charlottenburg-Wilmersdorf;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1990;4,8 ;6,2 ;2,1 ;26,7 ;41,8 ;12,2 ;6,2 ;48,7 ;49,0 ;50,0 ;70,6 ;78,3 ;19,0 ;26,8    ;;;
1991;4,9 ;6,3 ;2,1 ;26,2 ;42,3 ;11,9 ;6,3 ;48,7 ;49,7 ;50,1 ;70,1 ;78,2 ;19,4 ;26,4    ;;;
1992;4,9 ;6,4 ;2,1 ;25,8 ;42,9 ;11,5 ;6,4 ;48,8 ;50,0 ;50,0 ;69,2 ;78,1 ;19,5 ;25,9    ;;;
1993;4,9 ;6,5 ;2,1 ;25,5 ;43,4 ;11,2 ;6,4 ;48,7 ;50,2 ;50,1 ;68,2 ;78,3 ;19,6 ;25,5    ;;;
1994;4,8 ;6,6 ;2,1 ;24,9 ;44,2 ;11,1 ;6,3 ;48,7 ;50,4 ;50,3 ;67,2 ;78,2 ;19,6 ;25,1    ;;;
1995;4,7 ;6,6 ;2,2 ;24,6 ;44,8 ;11,0 ;6,2 ;48,7 ;50,4 ;50,3 ;66,3 ;78,6 ;19,4 ;24,8    ;;;
1996;4,6 ;6,6 ;2,3 ;24,1 ;45,5 ;11,1 ;5,9 ;48,5 ;50,7 ;50,3 ;65,3 ;78,9 ;19,3 ;24,4    ;;;
1997;4,5 ;6,5 ;2,3 ;23,5 ;46,3 ;11,2 ;5,6 ;48,8 ;50,9 ;50,4 ;64,5 ;79,1 ;19,2 ;24,2    ;;;
1998;4,6 ;6,4 ;2,2 ;23,1 ;47,2 ;11,3 ;5,3 ;48,8 ;51,1 ;50,4 ;63,7 ;78,9 ;18,7 ;23,6    ;;;
1999;4,5 ;6,4 ;2,1 ;22,5 ;47,9 ;11,5 ;5,2 ;48,8 ;51,2 ;50,5 ;62,5 ;78,5 ;18,5 ;23,7    ;;;
2000;4,5 ;6,3 ;2,1 ;21,8 ;48,4 ;11,6 ;5,3 ;49,0 ;51,3 ;50,7 ;61,3 ;78,0 ;18,3 ;24,0    ;;;
2001;4,4 ;6,3 ;2,1 ;21,4 ;48,7 ;11,8 ;5,3 ;49,1 ;51,5 ;50,8 ;59,8 ;77,6 ;18,2 ;24,4    ;;;
2002;4,4 ;6,3 ;2,1 ;20,9 ;48,8 ;12,2 ;5,3 ;49,2 ;51,8 ;50,9 ;58,6 ;77,9 ;18,3 ;25,1    ;;;
2003;4,3 ;6,3 ;2,2 ;20,4 ;48,9 ;12,7 ;5,2 ;49,1 ;51,8 ;51,0 ;57,5 ;77,6 ;18,4 ;25,9    ;;;
2004;4,2 ;6,3 ;2,2 ;19,9 ;48,9 ;13,3 ;5,2 ;49,0 ;51,8 ;51,0 ;56,5 ;77,1 ;18,4 ;27,0    ;;;
2005;4,2 ;6,2 ;2,2 ;19,7 ;48,4 ;14,0 ;5,2 ;49,0 ;51,8 ;51,1 ;55,6 ;76,2 ;18,5 ;28,3    ;;;
2006;4,2 ;6,2 ;2,1 ;19,6 ;47,9 ;14,8 ;5,3 ;49,0 ;51,9 ;51,1 ;54,9 ;75,0 ;18,5 ;29,7    ;;;
2007;4,2 ;6,1 ;2,1 ;19,6 ;47,4 ;15,3 ;5,3 ;49,1 ;51,9 ;51,2 ;54,5 ;73,8 ;18,6 ;30,8    ;;;
2008;4,2 ;6,1 ;2,0 ;19,7 ;46,6 ;15,9 ;5,3 ;49,1 ;51,8 ;51,3 ;54,2 ;72,4 ;18,6 ;32,1    ;;;
2009;4,2 ;6,1 ;2,0 ;19,9 ;45,9 ;16,6 ;5,3 ;48,9 ;51,8 ;51,5 ;53,8 ;71,4 ;18,7 ;33,2    ;;;
2010;4,3 ;6,1 ;2,0 ;20,0 ;45,5 ;16,8 ;5,3 ;48,9 ;52,0 ;51,6 ;53,8 ;70,3 ;18,9 ;33,7    ;;;
;;;;;;;;;;;;;;;;;
Spandau;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1990;5,7 ;8,2 ;2,5 ;25,9 ;40,9 ;11,6 ;5,1 ;48,8 ;46,9 ;49,8 ;68,3 ;74,6 ;24,6 ;24,9    ;;;
1991;5,8 ;8,4 ;2,6 ;25,7 ;41,2 ;11,2 ;5,2 ;48,8 ;47,5 ;49,7 ;67,7 ;75,1 ;25,0 ;24,6    ;;;
1992;5,8 ;8,6 ;2,6 ;25,3 ;41,4 ;11,0 ;5,3 ;48,6 ;47,9 ;49,6 ;66,8 ;75,3 ;25,5 ;24,4    ;;;
1993;5,8 ;8,7 ;2,6 ;24,8 ;41,8 ;10,9 ;5,4 ;48,6 ;48,6 ;49,6 ;65,5 ;75,7 ;25,7 ;24,4    ;;;
1994;5,6 ;8,9 ;2,7 ;24,4 ;42,2 ;10,9 ;5,3 ;48,6 ;48,9 ;49,5 ;64,6 ;76,1 ;25,9 ;24,3    ;;;
1995;5,6 ;9,0 ;2,9 ;24,0 ;42,5 ;11,0 ;5,1 ;48,4 ;48,9 ;49,5 ;63,4 ;76,9 ;26,2 ;24,2    ;;;
1996;5,5 ;9,1 ;3,0 ;23,4 ;42,9 ;11,1 ;4,9 ;48,3 ;48,8 ;49,5 ;62,7 ;76,7 ;26,6 ;24,1    ;;;
1997;5,5 ;9,2 ;3,1 ;22,7 ;43,6 ;11,3 ;4,6 ;48,3 ;49,3 ;49,5 ;61,9 ;76,9 ;26,8 ;24,0    ;;;
1998;5,3 ;9,2 ;3,1 ;22,1 ;44,5 ;11,6 ;4,4 ;48,3 ;49,4 ;49,5 ;61,4 ;77,0 ;26,4 ;23,9    ;;;
1999;5,3 ;9,1 ;3,1 ;21,3 ;44,9 ;12,0 ;4,4 ;48,4 ;49,6 ;49,6 ;60,2 ;76,9 ;26,3 ;24,7    ;;;
2000;5,3 ;9,0 ;3,1 ;20,8 ;45,1 ;12,4 ;4,5 ;48,6 ;49,6 ;49,7 ;59,0 ;77,0 ;26,4 ;25,5    ;;;
2001;5,2 ;8,9 ;3,1 ;20,3 ;45,2 ;12,7 ;4,5 ;48,6 ;49,9 ;49,8 ;57,9 ;76,8 ;26,4 ;26,4    ;;;
2002;5,1 ;8,8 ;3,2 ;19,9 ;45,3 ;13,2 ;4,6 ;48,6 ;50,1 ;49,9 ;57,1 ;76,4 ;26,2 ;27,2    ;;;
2003;5,0 ;8,7 ;3,2 ;19,5 ;45,2 ;13,9 ;4,5 ;48,4 ;50,2 ;50,0 ;56,2 ;76,1 ;26,1 ;28,4    ;;;
2004;4,9 ;8,5 ;3,3 ;19,1 ;45,1 ;14,6 ;4,6 ;48,3 ;50,4 ;49,9 ;55,7 ;75,2 ;25,9 ;29,8    ;;;
2005;4,8 ;8,3 ;3,3 ;19,0 ;44,7 ;15,3 ;4,7 ;48,1 ;50,3 ;49,8 ;55,1 ;74,5 ;25,7 ;31,4    ;;;
2006;4,7 ;8,2 ;3,2 ;18,9 ;44,1 ;16,2 ;4,8 ;48,1 ;50,2 ;49,9 ;54,7 ;73,5 ;25,5 ;33,3    ;;;
2007;4,7 ;8,1 ;3,2 ;19,0 ;43,5 ;16,6 ;4,9 ;48,1 ;50,1 ;50,1 ;54,5 ;72,0 ;25,5 ;34,4    ;;;
2008;4,8 ;8,0 ;2,9 ;19,2 ;42,9 ;17,1 ;4,9 ;48,0 ;50,1 ;50,1 ;54,4 ;70,6 ;25,3 ;35,5    ;;;
2009;4,9 ;7,9 ;2,9 ;19,4 ;42,4 ;17,5 ;5,0 ;48,0 ;50,0 ;50,2 ;54,2 ;69,3 ;25,5 ;36,4    ;;;
2010;5,0 ;7,8 ;2,8 ;19,8 ;42,1 ;17,4 ;5,1 ;48,1 ;49,6 ;50,3 ;54,0 ;67,7 ;25,4 ;36,2    ;;;
;;;;;;;;;;;;;;;;;
Steglitz-Zehlendorf;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1990;5,1 ;7,6 ;2,5 ;23,6 ;42,1 ;12,6 ;6,6 ;48,3 ;49,2 ;51,6 ;68,7 ;78,3 ;23,2 ;29,1    ;;;
1991;5,2 ;7,7 ;2,5 ;23,3 ;42,2 ;12,4 ;6,6 ;48,4 ;50,0 ;51,6 ;68,2 ;78,4 ;23,6 ;29,0    ;;;
1992;5,3 ;7,8 ;2,5 ;23,1 ;42,4 ;12,1 ;6,7 ;48,5 ;50,5 ;51,6 ;67,3 ;78,2 ;23,9 ;28,7    ;;;
1993;5,4 ;7,9 ;2,6 ;23,1 ;42,5 ;11,9 ;6,6 ;48,5 ;50,8 ;51,7 ;66,4 ;78,3 ;24,2 ;28,3    ;;;
1994;5,3 ;8,0 ;2,6 ;22,9 ;42,8 ;11,8 ;6,6 ;48,5 ;50,9 ;51,7 ;65,2 ;78,4 ;24,2 ;28,0    ;;;
1995;5,2 ;8,0 ;2,7 ;22,7 ;43,3 ;11,8 ;6,3 ;48,6 ;51,1 ;51,7 ;64,5 ;78,4 ;24,1 ;27,5    ;;;
1996;5,1 ;8,1 ;2,8 ;22,4 ;43,8 ;11,8 ;6,0 ;48,7 ;51,1 ;51,8 ;63,5 ;78,7 ;24,2 ;27,0    ;;;
1997;5,0 ;8,1 ;2,9 ;21,8 ;44,5 ;12,0 ;5,8 ;48,7 ;51,3 ;52,1 ;62,9 ;78,9 ;24,1 ;26,8    ;;;
1998;5,0 ;8,1 ;2,8 ;21,2 ;45,4 ;12,1 ;5,5 ;48,7 ;51,6 ;52,2 ;62,1 ;78,9 ;23,9 ;26,4    ;;;
1999;5,0 ;8,1 ;2,8 ;20,5 ;45,9 ;12,4 ;5,4 ;48,8 ;51,6 ;52,5 ;60,9 ;78,9 ;23,8 ;26,8    ;;;
2000;4,9 ;8,1 ;2,7 ;19,8 ;46,3 ;12,7 ;5,5 ;48,9 ;51,9 ;52,6 ;59,7 ;78,4 ;23,8 ;27,5    ;;;
2001;4,9 ;8,1 ;2,7 ;19,1 ;46,6 ;13,1 ;5,5 ;48,8 ;51,8 ;52,8 ;58,7 ;77,5 ;23,9 ;28,4    ;;;
2002;4,9 ;8,1 ;2,7 ;18,5 ;46,7 ;13,6 ;5,5 ;48,9 ;51,9 ;52,9 ;57,9 ;77,0 ;24,2 ;29,3    ;;;
2003;4,8 ;8,0 ;2,8 ;19,6 ;45,1 ;14,2 ;5,4 ;48,8 ;52,0 ;53,0 ;56,9 ;76,5 ;24,2 ;30,3    ;;;
2004;4,7 ;8,0 ;2,9 ;17,6 ;46,5 ;14,9 ;5,4 ;48,7 ;51,8 ;53,1 ;56,2 ;76,0 ;24,4 ;31,7    ;;;
2005;4,7 ;7,9 ;2,9 ;17,4 ;46,0 ;15,7 ;5,5 ;48,6 ;51,9 ;53,3 ;55,6 ;75,1 ;24,4 ;33,4    ;;;
2006;4,6 ;7,8 ;2,8 ;17,2 ;45,4 ;16,6 ;5,6 ;48,7 ;52,1 ;53,3 ;55,1 ;74,2 ;24,4 ;35,4    ;;;
2007;4,6 ;7,8 ;2,8 ;17,2 ;44,8 ;17,2 ;5,6 ;48,7 ;52,1 ;53,4 ;54,9 ;73,2 ;24,4 ;36,8    ;;;
2008;4,7 ;7,7 ;2,7 ;17,4 ;44,0 ;17,9 ;5,7 ;48,7 ;51,9 ;53,5 ;54,7 ;71,9 ;24,5 ;38,5    ;;;
